txn_id,user_id,merchant_id,payment_method,amount,merchant_category,is_international,payer_bank,payee_bank,issuer_type,device_type,os_version_major,app_version_major,is_rooted_or_jailbroken,sim_operator,network_type,latency_ms,packet_loss_pct,signal_strength_dbm,avg_txn_amount_30d,txn_count_24h,failed_txn_count_1h,chargeback_flag_180d,account_age_days,daily_limit_remaining,available_balance_est,velocity_score,risk_score,geo_distance_km_from_usual,txn_hour,day_of_week,is_night_txn,merchant_failure_rate_1h,bank_failure_rate_1h,failure_reason
T1004326,87768,7505,WALLET,140.19,PHARMACY,0,ICICI,SBI,PUBLIC,IOS,12,13,0,JIO,4G,118,1.04,-95,129.17,1,0,0,409,60000.0,394.23,29.6,13.5,6.09,20,3,0,0.0232,0.0116,LIMIT_EXCEEDED
T1004327,94354,9139,UPI,55.86,ECOM,0,SBI,PNB,PRIVATE,ANDROID,11,7,0,AIRTEL,5G,65,2.74,-88,154.48,3,1,0,266,60000.0,260.98,38.8,24.6,11.91,3,6,1,0.0129,0.0247,NETWORK_TIMEOUT
T1004328,77350,1351,UPI,58.76,EDTECH,0,ICICI,IDFC,PRIVATE,IOS,14,13,0,AIRTEL,WIFI,40,1.69,-83,107.49,4,1,0,838,45517.14,233.48,19.9,16.2,2.61,21,3,0,0.0023,0.0285,LIMIT_EXCEEDED
T1004329,97663,1848,CARD,94.67,ECOM,0,BOB,ICICI,PRIVATE,ANDROID,12,12,0,AIRTEL,4G,57,1.93,-68,70.98,6,0,0,452,29024.2,180.01,43.7,10.3,3.07,11,5,0,0.0193,0.0809,BANK_SERVER_DOWN
T1004330,66218,3774,UPI,773.95,RETAIL,0,HDFC,YES,PRIVATE,ANDROID,11,9,0,BSNL,3G,323,1.15,-91,196.38,4,1,0,1049,47695.99,354.83,31.1,13.5,0.34,13,5,0,0.0549,0.0425,INSUFFICIENT_FUNDS
T1004331,67859,6678,UPI,70.92,ECOM,0,ICICI,ICICI,PRIVATE,ANDROID,13,11,0,AIRTEL,5G,150,2.27,-87,78.47,5,0,0,471,44308.62,1.0,48.1,11.4,2.46,11,0,0,0.0951,0.0503,INSUFFICIENT_FUNDS
T1004332,82902,6079,CARD,118.48,TRAVEL,0,IDFC,HDFC,PUBLIC,ANDROID,13,11,0,JIO,WIFI,69,2.0,-107,163.36,5,0,1,391,60000.0,181.79,30.6,45.4,1.09,9,6,0,0.0233,0.1079,BANK_SERVER_DOWN
T1004333,96559,8083,UPI,441.66,TRAVEL,0,SBI,SBI,PRIVATE,ANDROID,11,18,0,AIRTEL,WIFI,41,1.57,-96,51.22,3,1,0,663,43960.51,158.28,36.0,8.5,1.56,1,5,1,0.0255,0.0966,INSUFFICIENT_FUNDS
T1004334,34827,4835,CARD,503.15,TRAVEL,0,BOB,YES,PUBLIC,ANDROID,9,14,0,VI,5G,53,1.04,-76,183.79,4,0,0,638,40101.53,486.07,8.1,0.0,4.87,17,4,0,0.0484,0.188,BANK_SERVER_DOWN
T1004335,33909,3641,UPI,84.07,TRAVEL,0,ICICI,PNB,PRIVATE,ANDROID,13,14,0,VI,4G,137,6.69,-97,513.85,2,1,0,1059,60000.0,656.89,50.3,23.2,6.34,19,1,0,0.0661,0.0196,NETWORK_TIMEOUT
T1004336,25190,6275,UPI,239.08,EDTECH,0,HDFC,ICICI,PRIVATE,ANDROID,12,12,0,AIRTEL,WIFI,109,0.2,-95,373.8,4,0,0,5,39412.34,989.91,48.2,19.8,41.19,18,1,0,0.0125,0.079,BANK_SERVER_DOWN
T1004337,11894,9892,UPI,236.96,RETAIL,0,AXIS,AXIS,PUBLIC,ANDROID,9,11,0,BSNL,5G,103,1.23,-67,134.64,3,1,0,1206,50350.73,364.52,56.7,36.6,1.72,0,5,1,0.0427,0.0315,LIMIT_EXCEEDED
T1004338,64298,7512,CARD,50.21,FUEL,0,IDFC,HDFC,PRIVATE,ANDROID,10,12,0,VI,3G,293,4.86,-99,65.67,3,1,0,624,41612.92,86.07,35.5,9.1,26.16,12,5,0,0.0373,0.0871,NETWORK_TIMEOUT
T1004339,79141,7267,UPI,139.31,RETAIL,0,HDFC,IDFC,PUBLIC,ANDROID,9,9,0,JIO,4G,188,5.52,-85,58.94,3,1,0,348,35401.28,163.84,49.1,6.4,3.88,13,1,0,0.0751,0.0239,MERCHANT_CONFIGURATION_ISSUE
T1004340,13682,9617,UPI,71.1,ECOM,0,SBI,YES,PUBLIC,ANDROID,10,15,1,VI,4G,135,1.16,-75,50.0,3,2,0,431,59426.11,114.67,62.8,53.3,4.89,5,6,1,0.0979,0.0322,PIN_OR_OTP_FAILED
T1004341,79496,7811,CARD,149.79,FUEL,0,YES,IDFC,PUBLIC,IOS,15,16,0,JIO,4G,211,1.18,-73,89.35,3,0,0,334,47868.71,231.18,19.7,25.1,4.66,13,5,0,0.0074,0.0348,INSUFFICIENT_FUNDS
T1004342,37505,5478,UPI,501.71,BILLS,0,AXIS,HDFC,PRIVATE,ANDROID,9,11,0,JIO,4G,242,0.38,-76,202.24,0,0,0,5,44187.66,191.27,12.5,0.0,0.63,14,5,0,0.0048,0.0032,INSUFFICIENT_FUNDS
T1004343,21933,5787,UPI,135.49,GROCERY,0,HDFC,IDFC,COOP,ANDROID,8,11,0,AIRTEL,4G,144,0.47,-84,71.65,0,1,0,576,47165.81,205.02,21.5,25.7,7.08,11,5,0,0.0611,0.0204,NETWORK_TIMEOUT
T1004344,38115,1557,UPI,126.03,RETAIL,0,ICICI,IDFC,PRIVATE,ANDROID,12,13,0,VI,4G,173,1.9,-80,88.56,6,0,0,871,56394.59,196.03,41.9,14.1,9.29,18,3,0,0.0064,0.0069,LIMIT_EXCEEDED
T1004345,43555,9420,UPI,194.11,EDTECH,0,IDFC,PNB,COOP,ANDROID,12,20,0,JIO,WIFI,65,0.38,-72,148.31,6,1,0,575,40421.56,279.73,50.9,27.4,5.57,13,0,0,0.0185,0.0888,BANK_SERVER_DOWN
T1004346,22055,1557,WALLET,94.81,EDTECH,0,ICICI,SBI,PRIVATE,ANDROID,8,12,0,VI,5G,146,0.85,-91,97.46,3,1,0,898,45314.56,317.2,32.2,21.2,9.55,13,0,0,0.0151,0.062,BANK_SERVER_DOWN
T1004347,29764,6020,UPI,379.57,TRAVEL,0,AXIS,BOB,PUBLIC,ANDROID,12,8,0,VI,5G,146,0.15,-63,504.76,3,0,0,584,60000.0,181.58,32.2,29.2,1.95,11,2,0,0.0196,0.0589,INSUFFICIENT_FUNDS
T1004348,11204,8184,UPI,61.09,RETAIL,1,BOB,PNB,PRIVATE,IOS,17,14,0,AIRTEL,4G,101,1.21,-97,248.8,2,0,0,249,42908.54,912.34,1.1,18.6,6.24,19,6,0,0.0159,0.0337,PIN_OR_OTP_FAILED
T1004349,39564,9195,UPI,133.67,EDTECH,0,BOB,ICICI,PUBLIC,IOS,14,13,0,JIO,4G,212,1.13,-78,375.47,3,0,0,413,9713.25,852.11,15.6,16.4,8.79,13,4,0,0.0062,0.0174,BANK_SERVER_DOWN
T1004350,39805,9590,UPI,38.41,BILLS,1,ICICI,IDFC,PUBLIC,IOS,13,11,0,JIO,4G,121,4.29,-106,61.23,4,0,0,779,60000.0,52.63,45.1,18.6,6.3,17,2,0,0.0251,0.0416,NETWORK_TIMEOUT
T1004351,59515,5686,UPI,154.49,GROCERY,0,SBI,AXIS,PRIVATE,ANDROID,14,16,0,AIRTEL,4G,123,2.92,-89,178.74,5,0,1,5,60000.0,379.01,51.8,38.0,37.26,10,1,0,0.0284,0.0478,LIMIT_EXCEEDED
T1004352,86928,4964,UPI,69.09,FOOD,0,HDFC,BOB,PUBLIC,ANDROID,10,17,0,AIRTEL,WIFI,45,2.08,-100,127.45,8,1,0,151,39024.67,325.06,66.8,29.0,1.25,12,4,0,0.1237,0.0099,MERCHANT_CONFIGURATION_ISSUE
T1004353,80266,7112,UPI,451.37,BILLS,0,ICICI,KOTAK,PRIVATE,ANDROID,9,10,0,JIO,5G,73,0.92,-70,50.0,2,2,0,435,54951.14,33.87,41.1,11.1,2.72,22,5,1,0.018,0.0224,INSUFFICIENT_FUNDS
T1004354,70883,6228,WALLET,316.53,PHARMACY,0,BOB,KOTAK,NBFC,ANDROID,13,15,0,AIRTEL,4G,99,1.37,-81,94.67,4,0,0,670,57383.36,289.7,36.5,23.0,2.68,13,6,0,0.0258,0.0423,INSUFFICIENT_FUNDS
T1004355,91009,3120,WALLET,60.92,BILLS,0,YES,BOB,NBFC,ANDROID,13,5,0,JIO,WIFI,116,0.77,-79,309.43,5,1,0,216,47094.04,994.98,58.5,24.3,1.22,12,3,0,0.0263,0.0172,NETWORK_TIMEOUT
T1004356,89783,4956,UPI,351.74,FUEL,0,SBI,IDFC,PUBLIC,IOS,17,12,0,JIO,5G,107,0.83,-77,69.33,1,1,0,629,33949.69,274.81,21.7,14.5,4.45,15,5,0,0.0706,0.0251,INSUFFICIENT_FUNDS
T1004357,51996,4748,CARD,198.66,GROCERY,0,PNB,YES,PUBLIC,ANDROID,14,14,0,JIO,WIFI,110,1.14,-90,50.0,5,2,0,707,42484.86,79.05,36.3,14.1,0.7,22,3,1,0.1095,0.0359,INSUFFICIENT_FUNDS
T1004358,50018,1165,UPI,122.78,ECOM,0,SBI,SBI,PUBLIC,ANDROID,10,12,0,JIO,4G,107,0.89,-94,67.05,1,0,0,1080,42410.09,131.7,16.2,27.8,1.57,16,0,0,0.0348,0.0929,BANK_SERVER_DOWN
T1004359,88576,6835,UPI,64.36,ECOM,0,ICICI,HDFC,PRIVATE,ANDROID,9,11,0,JIO,WIFI,76,0.89,-106,82.32,3,0,0,599,60000.0,175.12,34.9,15.5,8.17,17,4,0,0.0211,0.0007,INVALID_VPA_OR_CARD
T1004360,43131,6715,CARD,111.49,PHARMACY,0,SBI,IDFC,COOP,ANDROID,12,7,0,AIRTEL,WIFI,121,1.06,-72,82.67,2,0,0,946,42328.46,242.55,38.8,26.1,6.55,9,5,0,0.1052,0.0059,MERCHANT_CONFIGURATION_ISSUE
T1004361,94831,3213,UPI,166.09,GROCERY,0,PNB,HDFC,PRIVATE,ANDROID,13,9,0,AIRTEL,WIFI,89,0.65,-88,73.78,2,0,0,989,38712.25,208.75,18.4,28.0,2.24,13,6,0,0.055,0.0356,INSUFFICIENT_FUNDS
T1004362,98521,8335,CARD,428.27,BILLS,0,YES,BOB,PRIVATE,ANDROID,12,8,0,AIRTEL,4G,94,0.89,-84,50.0,4,0,1,533,28385.76,124.65,24.2,34.3,4.98,11,0,0,0.009,0.0331,INSUFFICIENT_FUNDS
T1004363,75846,5709,UPI,201.75,PHARMACY,0,SBI,PNB,PRIVATE,ANDROID,14,12,0,JIO,4G,20,1.82,-94,64.52,5,0,0,148,43868.3,113.74,28.6,29.2,4.63,9,5,0,0.1044,0.0352,INSUFFICIENT_FUNDS
T1004364,26187,9681,CARD,204.52,TRAVEL,0,HDFC,IDFC,PRIVATE,IOS,13,5,0,VI,WIFI,126,1.23,-96,231.66,1,2,0,387,60000.0,1039.22,44.9,19.9,0.74,5,0,1,0.03,0.0541,PIN_OR_OTP_FAILED
T1004365,95687,8913,UPI,96.01,RETAIL,0,SBI,SBI,PUBLIC,ANDROID,12,9,0,JIO,4G,319,0.61,-76,217.18,2,0,0,366,47113.77,243.76,20.6,14.5,6.04,14,2,0,0.0216,0.0118,INVALID_VPA_OR_CARD
T1004366,12582,3339,WALLET,96.89,GROCERY,0,HDFC,PNB,PUBLIC,ANDROID,12,11,0,AIRTEL,4G,219,0.47,-70,203.99,2,1,0,1353,32569.96,769.46,51.2,17.5,10.99,15,4,0,0.077,0.0414,MERCHANT_CONFIGURATION_ISSUE
T1004367,86126,8281,CARD,364.68,ECOM,0,ICICI,ICICI,PRIVATE,ANDROID,10,8,0,AIRTEL,5G,136,0.9,-92,119.73,1,0,0,421,60000.0,238.19,35.8,22.1,3.62,8,0,0,0.0029,0.1676,INSUFFICIENT_FUNDS
T1004368,50388,7594,CARD,59.91,GROCERY,0,BOB,AXIS,COOP,ANDROID,8,13,0,JIO,4G,53,4.32,-103,107.17,4,0,0,1148,29738.72,174.81,54.9,31.0,4.09,19,4,0,0.0023,0.0069,NETWORK_TIMEOUT
T1004369,92696,4664,CARD,127.37,PHARMACY,0,SBI,BOB,PRIVATE,ANDROID,11,8,0,JIO,3G,370,2.4,-84,109.29,0,0,0,5,60000.0,279.96,1.4,24.0,8.36,13,4,0,0.0145,0.1406,BANK_SERVER_DOWN
T1004370,65854,5489,UPI,147.52,PHARMACY,0,HDFC,BOB,PUBLIC,ANDROID,11,10,0,VI,5G,124,2.48,-81,73.29,4,1,0,488,38916.7,169.23,40.5,23.9,1.2,0,1,1,0.1254,0.0016,NETWORK_TIMEOUT
T1004371,54489,5598,UPI,102.02,FUEL,0,SBI,ICICI,PRIVATE,ANDROID,11,10,0,VI,4G,274,2.25,-83,277.64,4,2,0,141,34075.49,265.78,49.0,33.3,6.76,23,6,1,0.1063,0.0501,MERCHANT_CONFIGURATION_ISSUE
T1004372,69237,8356,UPI,353.81,ECOM,0,YES,BOB,COOP,ANDROID,11,10,0,AIRTEL,4G,284,2.44,-94,209.32,4,0,0,359,40798.23,618.32,51.4,19.2,5.67,13,2,0,0.0216,0.0242,PIN_OR_OTP_FAILED
T1004373,58292,1974,UPI,210.53,PHARMACY,0,BOB,AXIS,PRIVATE,IOS,13,12,0,JIO,4G,168,1.37,-93,124.72,6,0,0,459,17619.51,164.63,37.0,22.3,3.51,17,0,0,0.0226,0.0599,INSUFFICIENT_FUNDS
T1004374,38202,2988,UPI,222.41,ECOM,0,HDFC,SBI,PRIVATE,ANDROID,13,18,0,JIO,WIFI,53,0.66,-86,50.0,3,1,0,91,34546.98,84.88,26.1,12.6,5.96,13,3,0,0.1519,0.0739,INSUFFICIENT_FUNDS
T1004375,33003,3067,UPI,152.46,ECOM,0,KOTAK,PNB,PRIVATE,ANDROID,14,4,0,VI,5G,190,0.22,-85,824.51,2,1,0,537,52509.65,2201.4,36.4,18.8,6.0,3,0,1,0.0109,0.0304,NETWORK_TIMEOUT
T1004376,78411,5382,UPI,404.03,TRAVEL,0,AXIS,PNB,PUBLIC,IOS,15,10,0,VI,5G,120,2.71,-99,167.9,2,1,0,545,60000.0,328.23,29.8,26.8,10.78,22,4,1,0.0338,0.1232,INSUFFICIENT_FUNDS
T1004377,52928,3923,UPI,165.11,FUEL,0,HDFC,SBI,NBFC,ANDROID,11,9,0,AIRTEL,3G,219,1.12,-93,93.71,3,1,0,416,46681.47,229.8,46.1,22.5,23.37,23,0,1,0.0197,0.0645,BANK_SERVER_DOWN
T1004378,10146,9495,UPI,110.9,RETAIL,0,SBI,PNB,PRIVATE,IOS,15,14,0,VI,WIFI,59,2.97,-80,191.67,2,3,0,916,53825.77,326.34,47.7,13.4,7.04,0,1,1,0.0086,0.0628,INVALID_VPA_OR_CARD
T1004379,41169,5945,CARD,85.34,RETAIL,0,HDFC,KOTAK,PRIVATE,ANDROID,12,9,0,VI,4G,124,1.31,-89,86.93,4,0,0,501,30816.52,237.37,29.5,21.3,10.61,9,3,0,0.0602,0.1504,BANK_SERVER_DOWN
T1004380,58829,8253,UPI,160.76,GROCERY,0,SBI,HDFC,PUBLIC,ANDROID,13,13,0,JIO,3G,128,3.88,-91,230.12,4,1,0,557,21413.19,380.33,45.5,9.1,0.73,15,0,0,0.06,0.0704,BANK_SERVER_DOWN
T1004381,73772,4856,UPI,113.5,ECOM,0,SBI,YES,PRIVATE,ANDROID,14,11,1,JIO,5G,28,1.16,-103,90.48,7,2,0,432,53819.91,346.1,62.5,55.8,0.69,2,1,1,0.024,0.0262,MERCHANT_CONFIGURATION_ISSUE
T1004382,37110,1022,UPI,184.59,ECOM,0,SBI,SBI,PRIVATE,ANDROID,8,6,1,JIO,4G,188,0.21,-114,157.22,1,1,0,517,46190.95,363.5,16.9,45.0,2.88,5,1,1,0.0282,0.0511,LIMIT_EXCEEDED
T1004383,97990,1154,CARD,110.29,GROCERY,0,BOB,BOB,PRIVATE,ANDROID,14,16,0,JIO,4G,158,0.84,-77,245.99,0,1,0,176,55776.46,927.59,0.0,13.0,22.34,22,0,1,0.0261,0.0308,PIN_OR_OTP_FAILED
T1004384,65386,4674,CARD,80.35,PHARMACY,0,ICICI,ICICI,PRIVATE,ANDROID,12,12,0,AIRTEL,4G,202,2.62,-86,395.27,3,0,0,448,60000.0,1372.59,8.2,22.2,1.41,9,4,0,0.0415,0.0095,PIN_OR_OTP_FAILED
T1004385,36007,3473,CARD,321.74,RETAIL,0,YES,AXIS,PUBLIC,ANDROID,13,10,0,JIO,3G,297,0.14,-91,50.0,2,1,0,803,60000.0,100.81,36.2,17.2,2.17,12,6,0,0.0412,0.0238,INSUFFICIENT_FUNDS
T1004386,52424,4251,UPI,224.5,ECOM,0,IDFC,SBI,PRIVATE,ANDROID,12,12,0,BSNL,3G,324,1.49,-87,106.21,3,1,0,506,60000.0,210.14,44.6,28.2,7.49,2,1,1,0.0083,0.1196,INSUFFICIENT_FUNDS
T1004387,98865,3340,UPI,206.29,TRAVEL,0,SBI,IDFC,PRIVATE,ANDROID,8,6,0,AIRTEL,5G,134,1.29,-90,69.25,4,3,0,350,41663.44,101.01,77.4,19.8,3.34,0,3,1,0.0277,0.039,INSUFFICIENT_FUNDS
T1004388,50734,9511,CARD,163.65,BILLS,0,HDFC,IDFC,PRIVATE,ANDROID,12,14,0,AIRTEL,WIFI,105,0.07,-97,208.55,0,2,1,33,56813.69,544.09,45.3,49.6,12.86,3,0,1,0.0731,0.0197,PIN_OR_OTP_FAILED
T1004389,84824,6974,UPI,305.34,GROCERY,0,KOTAK,YES,COOP,ANDROID,8,7,0,VI,4G,286,0.44,-84,285.93,1,1,0,1104,44789.69,814.62,46.8,10.9,1.83,14,1,0,0.0248,0.036,LIMIT_EXCEEDED
T1004390,25926,4893,UPI,261.8,RETAIL,0,IDFC,ICICI,PRIVATE,ANDROID,11,5,0,JIO,4G,64,1.21,-80,69.65,2,0,0,456,46134.18,239.04,14.9,14.1,1.28,12,5,0,0.0497,0.1064,INSUFFICIENT_FUNDS
T1004391,54159,5944,UPI,534.92,ECOM,0,HDFC,PNB,PUBLIC,ANDROID,12,12,0,JIO,4G,164,1.31,-78,84.4,3,1,0,689,38578.34,255.43,47.6,18.0,5.21,1,1,1,0.0487,0.0454,INSUFFICIENT_FUNDS
T1004392,80309,6043,UPI,300.45,ECOM,0,BOB,YES,PRIVATE,IOS,17,6,0,AIRTEL,4G,289,2.05,-87,74.37,5,2,0,406,50116.41,121.08,46.0,23.4,8.44,0,3,1,0.0016,0.1334,INSUFFICIENT_FUNDS
T1004393,64542,1915,UPI,194.11,GROCERY,0,SBI,SBI,PUBLIC,ANDROID,10,10,0,JIO,WIFI,103,2.56,-73,142.32,2,0,0,1133,60000.0,254.23,24.1,25.1,0.87,17,0,0,0.0288,0.0431,PIN_OR_OTP_FAILED
T1004394,84234,9354,WALLET,298.91,TRAVEL,0,HDFC,YES,PUBLIC,ANDROID,9,10,0,VI,WIFI,119,0.85,-57,144.34,2,0,0,459,44288.52,406.62,8.2,14.6,12.27,8,6,0,0.0198,0.0155,PIN_OR_OTP_FAILED
T1004395,22371,4087,UPI,91.71,TRAVEL,0,PNB,YES,PUBLIC,ANDROID,12,9,0,JIO,5G,86,0.72,-84,147.57,3,0,0,1010,60000.0,276.38,40.0,29.1,2.38,8,1,0,0.0611,0.0285,SUSPECTED_FRAUD
T1004396,57051,3389,CARD,53.75,RETAIL,0,ICICI,AXIS,PUBLIC,ANDROID,13,16,0,JIO,3G,144,0.44,-95,73.99,3,0,0,710,34595.89,169.9,46.3,24.3,2.62,18,4,0,0.0588,0.1373,BANK_SERVER_DOWN
T1004397,67352,6166,UPI,83.45,GROCERY,0,HDFC,KOTAK,NBFC,ANDROID,10,12,0,AIRTEL,4G,193,1.83,-82,163.04,4,1,0,987,39947.4,211.44,65.2,30.8,1.94,3,3,1,0.1326,0.0596,MERCHANT_CONFIGURATION_ISSUE
T1004398,32020,5929,UPI,148.09,FOOD,0,SBI,ICICI,PRIVATE,ANDROID,10,12,0,AIRTEL,5G,60,0.71,-83,67.08,0,2,0,916,60000.0,58.59,49.9,22.4,1.84,3,2,1,0.1392,0.0383,INSUFFICIENT_FUNDS
T1004399,15508,6722,WALLET,220.78,RETAIL,0,AXIS,HDFC,PRIVATE,ANDROID,10,14,0,VI,4G,20,2.93,-62,229.05,4,0,0,507,39997.87,643.22,62.6,34.1,16.18,15,2,0,0.0483,0.0065,LIMIT_EXCEEDED
T1004400,29282,3373,CARD,567.59,BILLS,0,ICICI,BOB,PRIVATE,ANDROID,11,9,0,AIRTEL,WIFI,155,0.58,-104,212.9,4,1,0,472,54862.85,347.24,37.0,18.1,26.21,2,1,1,0.0772,0.0531,INSUFFICIENT_FUNDS
T1004401,57324,8875,CARD,101.01,FOOD,0,KOTAK,SBI,NBFC,ANDROID,12,15,0,JIO,WIFI,20,0.67,-81,102.09,3,2,0,555,60000.0,280.12,45.0,16.1,0.66,8,3,0,0.0539,0.0612,INVALID_VPA_OR_CARD
T1004402,21250,4733,CARD,33.49,ECOM,0,SBI,ICICI,COOP,ANDROID,14,11,0,AIRTEL,4G,169,5.29,-96,50.0,2,0,0,722,31452.91,158.12,28.9,20.6,10.05,21,0,0,0.009,0.0158,INVALID_VPA_OR_CARD
T1004403,34298,1457,UPI,197.58,TRAVEL,0,SBI,AXIS,PRIVATE,ANDROID,14,13,0,JIO,4G,92,0.81,-81,151.2,2,0,0,669,59260.21,152.18,31.5,34.1,71.91,12,6,0,0.0191,0.0401,INSUFFICIENT_FUNDS
T1004404,52914,8465,WALLET,92.03,GROCERY,0,SBI,SBI,PRIVATE,ANDROID,14,10,0,JIO,3G,318,1.17,-78,157.94,2,1,0,717,51178.14,161.28,19.4,7.0,2.65,18,6,0,0.0414,0.0851,BANK_SERVER_DOWN
T1004405,66555,8417,UPI,280.22,RETAIL,0,HDFC,IDFC,PRIVATE,ANDROID,8,9,0,JIO,WIFI,67,0.99,-81,66.45,5,1,0,464,42044.98,124.07,62.5,32.6,9.77,22,5,1,0.0375,0.0599,INSUFFICIENT_FUNDS
T1004406,89386,5462,UPI,145.17,RETAIL,0,BOB,PNB,PRIVATE,ANDROID,10,5,0,JIO,4G,142,2.87,-73,128.26,3,0,0,814,60000.0,373.89,25.5,9.1,1.46,12,5,0,0.0381,0.0313,BANK_SERVER_DOWN
T1004407,75429,9391,UPI,296.79,ECOM,0,KOTAK,YES,NBFC,ANDROID,13,13,0,AIRTEL,4G,161,0.5,-88,89.33,4,3,0,904,51386.21,165.78,63.2,22.9,2.39,17,5,0,0.0411,0.0468,INSUFFICIENT_FUNDS
T1004408,53545,2929,UPI,215.91,EDTECH,0,HDFC,PNB,COOP,WEB,0,11,0,JIO,4G,188,0.9,-84,294.66,1,1,0,494,53478.86,223.98,44.1,22.0,26.28,17,6,0,0.0394,0.0492,BANK_SERVER_DOWN
T1004409,56902,7899,UPI,73.01,ECOM,0,AXIS,AXIS,PRIVATE,ANDROID,14,8,0,BSNL,WIFI,98,3.06,-105,184.95,2,1,0,1330,41925.64,556.79,45.9,26.3,9.62,8,2,0,0.0268,0.0569,LIMIT_EXCEEDED
T1004410,83334,8631,UPI,78.37,BILLS,0,SBI,YES,PUBLIC,ANDROID,14,11,0,JIO,WIFI,136,0.28,-76,50.0,2,2,0,5,43135.93,53.42,48.7,21.2,10.12,0,1,1,0.0706,0.02,INSUFFICIENT_FUNDS
T1004411,88105,9937,CARD,91.64,GROCERY,0,SBI,HDFC,PUBLIC,IOS,15,8,0,JIO,WIFI,134,1.74,-64,349.18,2,1,0,148,46897.85,678.11,28.0,5.3,2.68,21,4,0,0.04,0.1033,BANK_SERVER_DOWN
T1004412,39696,3166,WALLET,94.86,FOOD,0,SBI,HDFC,COOP,ANDROID,13,9,0,AIRTEL,5G,160,0.51,-102,231.72,3,1,0,601,37302.42,234.84,38.4,19.6,28.68,14,0,0,0.0339,0.0048,NETWORK_TIMEOUT
T1004413,62050,8661,CARD,127.22,TRAVEL,0,SBI,IDFC,PUBLIC,ANDROID,9,11,0,AIRTEL,3G,248,4.2,-107,187.0,4,0,0,678,57585.32,654.54,27.3,22.6,12.35,21,0,0,0.0635,0.0793,NETWORK_TIMEOUT
T1004414,61481,5042,WALLET,128.08,GROCERY,0,IDFC,AXIS,PUBLIC,ANDROID,13,13,0,JIO,WIFI,89,0.86,-97,50.0,4,0,0,647,35843.94,53.86,61.1,29.6,1.04,14,6,0,0.0395,0.0463,INSUFFICIENT_FUNDS
T1004415,26325,9449,WALLET,44.52,ECOM,0,AXIS,HDFC,PUBLIC,ANDROID,8,8,0,AIRTEL,4G,173,0.92,-87,241.47,3,0,0,214,47609.75,239.2,34.3,14.0,12.5,16,4,0,0.0137,0.015,BANK_SERVER_DOWN
T1004416,54581,3196,UPI,104.44,BILLS,0,KOTAK,SBI,NBFC,ANDROID,12,15,0,JIO,4G,149,0.97,-85,208.01,0,2,0,377,26390.44,175.38,8.2,17.6,2.24,3,0,1,0.0145,0.0407,PIN_OR_OTP_FAILED
T1004417,46389,5137,UPI,45.0,GROCERY,0,BOB,BOB,PUBLIC,ANDROID,10,7,0,JIO,WIFI,193,0.92,-99,162.45,1,0,1,1282,56307.94,222.18,31.6,39.8,7.35,10,0,0,0.0466,0.03,LIMIT_EXCEEDED
T1004418,82223,4169,UPI,116.1,GROCERY,0,HDFC,HDFC,PUBLIC,ANDROID,13,11,0,AIRTEL,5G,142,0.54,-79,285.02,4,0,0,836,25857.27,1076.62,43.7,2.2,0.49,7,3,0,0.0559,0.0593,INSUFFICIENT_FUNDS
T1004419,24502,9204,UPI,335.16,EDTECH,0,HDFC,YES,PRIVATE,ANDROID,10,8,0,AIRTEL,4G,145,1.03,-88,119.76,2,0,0,462,44658.5,213.07,34.7,28.4,3.66,8,5,0,0.0152,0.0342,INSUFFICIENT_FUNDS
T1004420,84086,6691,UPI,124.49,EDTECH,0,AXIS,AXIS,PRIVATE,ANDROID,10,10,0,JIO,4G,125,1.1,-82,50.0,3,1,0,460,35234.45,159.05,43.4,15.2,16.35,16,1,0,0.0103,0.0295,PIN_OR_OTP_FAILED
T1004421,86199,2524,WALLET,130.19,ECOM,0,KOTAK,BOB,COOP,IOS,15,7,0,AIRTEL,5G,102,3.84,-95,95.96,6,1,1,861,35953.9,138.42,64.8,61.0,2.72,3,0,1,0.022,0.0245,INSUFFICIENT_FUNDS
T1004422,93755,8732,CARD,158.16,FUEL,0,PNB,HDFC,PRIVATE,IOS,13,15,0,AIRTEL,5G,129,2.79,-79,62.87,2,3,0,1654,29320.07,88.38,46.7,13.6,4.63,6,5,1,0.0664,0.0014,INSUFFICIENT_FUNDS
T1004423,18056,1161,UPI,141.69,GROCERY,0,ICICI,SBI,PRIVATE,IOS,13,12,0,VI,WIFI,148,1.75,-76,60.9,5,1,0,683,46483.3,247.74,47.7,22.9,5.96,5,2,1,0.0522,0.0882,BANK_SERVER_DOWN
T1004424,41152,5468,CARD,153.53,ECOM,0,YES,HDFC,PRIVATE,ANDROID,12,13,0,JIO,WIFI,73,0.72,-94,89.37,0,0,0,5,47489.25,150.02,8.3,2.0,4.02,16,2,0,0.0182,0.041,INSUFFICIENT_FUNDS
T1004425,89742,6631,CARD,92.82,FOOD,0,PNB,IDFC,PRIVATE,ANDROID,9,13,0,AIRTEL,4G,188,1.38,-94,170.63,1,1,0,528,50399.17,279.86,24.7,18.3,0.72,6,4,1,0.0882,0.0966,MERCHANT_CONFIGURATION_ISSUE
